exec,lat,margin,L,feasible,cfg,cagr_is,maxdd_is,liqs_is,trades_is,sharpe_is,years_is,edge_bp_is,edge_t_is,cagr_oos,maxdd_oos,worst_day_oos,liqs_oos,trades_oos,rejected_oos,sharpe_oos,years_oos,edge_bp_oos,edge_t_oos,n_oos_all
maker,0,pm,15,True,btceth W1440 k80 x0.0 H480 both1 conf0,0.3903,-0.082087,0,13,1.5396,2022:+0.2727;2023:+0.7765;2024:+0.1886;2025:+0.0000,74.59,4.8668,0.38533,-0.10387,0,0,5,0,1.0744,2025:+0.5653;2026:+0.0991,61.153,4.494,7
maker,0,pm,20,True,btceth W1440 k80 x0.0 H480 both1 conf0,0.53764,-0.10945,0,13,1.5396,2022:+0.3704;2023:+1.1111;2024:+0.2567;2025:+0.0000,74.59,4.8668,0.53149,-0.1385,0,0,5,0,1.0659,2025:+0.7958;2026:+0.1321,61.153,4.494,7
maker,0,sep,1,True,all5 W240 k80 x0.0 H480 both1 conf0,0.12085,-0.19279,0,97,0.73525,2022:+0.2528;2023:+0.0720;2024:+0.0485;2025:+0.0000,48.722,3.293,0.020221,-0.043217,-0.00016944,0,6,0,0.93146,2025:+0.0271;2026:+0.0066,83.854,2.0575,23
maker,0,sep,3,True,all5 W240 k80 x0.0 H120 both1 conf0,0.49312,-0.50727,6,104,0.96067,2022:+1.3788;2023:+0.2181;2024:+0.1487;2025:+0.0000,43.47,2.5398,-0.22317,-0.39148,-0.3556,1,6,0,-0.73225,2025:-0.3559;2026:+0.0198,83.854,2.0575,23
maker,0,sep,5,True,all5 W240 k80 x0.0 H120 both1 conf1,0.32104,-0.84545,19,93,0.72952,2022:+1.2935;2023:-0.0343;2024:+0.0409;2025:+0.0000,40.541,1.9625,-0.18327,-0.35825,-0.28549,1,6,0,-0.77775,2025:-0.2861;2026:+0.0000,86.142,1.7865,19
maker,0,sep,10,False,,,,,,,,,,,,,,,,,,,,
maker,0,sep,15,False,,,,,,,,,,,,,,,,,,,,
maker,0,sep,20,False,,,,,,,,,,,,,,,,,,,,
taker,0,mc,1,True,all5 W240 k80 x0.0 H480 both1 conf0,0.097292,-0.19879,0,97,0.63004,2022:+0.1386;2023:+0.0692;2024:+0.0853;2025:+0.0000,48.824,3.1606,0.03077,-0.04547,0,0,6,0,1.0735,2025:+0.0366;2026:+0.0146,106.38,1.9444,23
taker,0,mc,3,True,all5 W240 k80 x0.0 H480 both1 conf0,0.26412,-0.52914,0,97,0.62277,2022:+0.2999;2023:+0.2200;2024:+0.2737;2025:+0.0000,48.824,3.1606,0.093736,-0.13641,0,0,6,0,1.0702,2025:+0.1121;2026:+0.0438,106.38,1.9444,23
taker,0,mc,5,True,btceth W1440 k60 x0.0 H480 both1 conf0,0.14935,-0.0403,0,23,2.0834,2022:+0.0239;2023:+0.2888;2024:+0.1506;2025:+0.0000,55.509,5.9707,0.214,-0.026848,0,0,6,0,1.2601,2025:+0.2865;2026:+0.0734,95.469,3.9527,8
taker,0,mc,10,False,,,,,,,,,,,,,,,,,,,,
taker,0,mc,15,False,,,,,,,,,,,,,,,,,,,,
taker,0,mc,20,False,,,,,,,,,,,,,,,,,,,,
taker,0,pm,1,True,all5 W240 k80 x0.0 H480 both1 conf0,0.097292,-0.19879,0,97,0.63004,2022:+0.1386;2023:+0.0692;2024:+0.0853;2025:+0.0000,48.824,3.1606,0.03077,-0.04547,0,0,6,0,1.0735,2025:+0.0366;2026:+0.0146,106.38,1.9444,23
taker,0,pm,3,True,all5 W240 k80 x0.0 H480 both1 conf0,0.26412,-0.52914,0,97,0.62277,2022:+0.2999;2023:+0.2200;2024:+0.2737;2025:+0.0000,48.824,3.1606,0.093736,-0.13641,0,0,6,0,1.0702,2025:+0.1121;2026:+0.0438,106.38,1.9444,23
taker,0,pm,5,True,all5 W240 k80 x0.0 H480 both1 conf0,0.3293,-0.85739,0,97,0.62523,2022:+0.1361;2023:+0.3895;2024:+0.4879;2025:+0.0000,48.824,3.1606,0.15864,-0.22735,0,0,6,0,1.067,2025:+0.1908;2026:+0.0730,106.38,1.9444,23
taker,0,pm,10,True,btceth W1440 k60 x0.0 H480 both1 conf0,0.31476,-0.079515,0,23,2.0827,2022:+0.0467;2023:+0.6475;2024:+0.3179;2025:+0.0000,55.509,5.9707,0.4543,-0.053697,0,0,6,0,1.2484,2025:+0.6264;2026:+0.1469,95.469,3.9527,8
taker,0,pm,15,True,btceth W1440 k60 x0.0 H480 both1 conf0,0.49788,-0.11765,0,23,2.0825,2022:+0.0684;2023:+1.0917;2024:+0.5038;2025:+0.0000,55.509,5.9707,0.72241,-0.080545,0,0,6,0,1.2368,2025:+1.0259;2026:+0.2203,95.469,3.9527,8
taker,0,pm,20,True,btceth W1440 k60 x0.0 H480 both1 conf0,0.7,-0.15472,0,23,2.0824,2022:+0.0890;2023:+1.6386;2024:+0.7098;2025:+0.0000,55.509,5.9707,1.0199,-0.10739,0,0,6,0,1.2252,2025:+1.4912;2026:+0.2937,95.469,3.9527,8
taker,0,sep,1,True,all5 W240 k80 x0.0 H480 both1 conf0,0.097246,-0.1988,0,97,0.62979,2022:+0.1385;2023:+0.0691;2024:+0.0853;2025:+0.0000,48.824,3.1606,0.030768,-0.04547,0,0,6,0,1.0735,2025:+0.0366;2026:+0.0146,106.38,1.9444,23
taker,0,sep,3,True,all5 W240 k80 x0.0 H480 both1 conf0,0.33294,-0.55631,7,97,0.92563,2022:+0.5242;2023:+0.2199;2024:+0.2737;2025:+0.0000,48.824,3.1606,-0.20171,-0.39701,-0.34681,1,6,0,-0.65401,2025:-0.3416;2026:+0.0438,106.38,1.9444,23
taker,0,sep,5,True,all5 W240 k80 x0.0 H480 both1 conf1,0.26776,-0.85739,13,86,0.86348,2022:+0.4554;2023:-0.0179;2024:+0.4256;2025:+0.0000,48.134,2.54,-0.15199,-0.36145,-0.25002,1,6,0,-0.73288,2025:-0.2400;2026:+0.0000,102.9,1.5002,19
taker,0,sep,10,False,,,,,,,,,,,,,,,,,,,,
taker,0,sep,15,False,,,,,,,,,,,,,,,,,,,,
taker,0,sep,20,False,,,,,,,,,,,,,,,,,,,,
taker,1,mc,1,True,all5 W240 k80 x0.0 H480 both1 conf1,0.025033,-0.1962,0,86,0.25103,2022:+0.1023;2023:-0.0068;2024:-0.0163;2025:+0.0000,9.3633,0.51395,-0.0053503,-0.05296,-0.0080003,0,6,0,-0.8572,2025:-0.0089;2026:+0.0000,-8.9355,-0.188,19
taker,1,mc,3,True,all5 W240 k80 x0.0 H480 both1 conf1,0.033205,-0.52335,0,86,0.24616,2022:+0.1851;2023:-0.0214;2024:-0.0490;2025:+0.0000,9.3633,0.51395,-0.016315,-0.15671,-0.024001,0,6,0,-0.86814,2025:-0.0270;2026:+0.0000,-8.9355,-0.188,19
taker,1,mc,5,True,btceth W240 k80 x0.0 H480 both1 conf0,0.04976,-0.11634,0,13,0.59621,2022:+0.0734;2023:+0.1441;2024:-0.0580;2025:+0.0000,22.91,1.0983,-0.026067,-0.070919,-0.04377,0,5,0,-0.6327,2025:-0.0240;2026:-0.0195,-19.045,-0.94254,7
taker,1,mc,10,False,,,,,,,,,,,,,,,,,,,,
taker,1,mc,15,False,,,,,,,,,,,,,,,,,,,,
taker,1,mc,20,False,,,,,,,,,,,,,,,,,,,,
taker,1,pm,1,True,all5 W240 k80 x0.0 H480 both1 conf1,0.025033,-0.1962,0,86,0.25103,2022:+0.1023;2023:-0.0068;2024:-0.0163;2025:+0.0000,9.3633,0.51395,-0.0053503,-0.05296,-0.0080003,0,6,0,-0.8572,2025:-0.0089;2026:+0.0000,-8.9355,-0.188,19
taker,1,pm,3,True,all5 W240 k80 x0.0 H480 both1 conf1,0.033205,-0.52335,0,86,0.24616,2022:+0.1851;2023:-0.0214;2024:-0.0490;2025:+0.0000,9.3633,0.51395,-0.016315,-0.15671,-0.024001,0,6,0,-0.86814,2025:-0.0270;2026:+0.0000,-8.9355,-0.188,19
taker,1,pm,5,True,btceth W240 k80 x0.0 H480 both1 conf0,0.04976,-0.11634,0,13,0.59621,2022:+0.0734;2023:+0.1441;2024:-0.0580;2025:+0.0000,22.91,1.0983,-0.026067,-0.070919,-0.04377,0,5,0,-0.6327,2025:-0.0240;2026:-0.0195,-19.045,-0.94254,7
taker,1,pm,10,True,btceth W240 k80 x0.0 H480 both1 conf0,0.094538,-0.22235,0,13,0.59558,2022:+0.1476;2023:+0.2892;2024:-0.1137;2025:+0.0000,22.91,1.0983,-0.054397,-0.13906,-0.087539,0,5,0,-0.656,2025:-0.0520;2026:-0.0389,-19.045,-0.94254,7
taker,1,pm,15,True,btceth W240 k80 x0.0 H480 both1 conf0,0.13454,-0.31865,0,13,0.59537,2022:+0.2225;2023:+0.4343;2024:-0.1672;2025:+0.0000,22.91,1.0983,-0.084768,-0.20601,-0.13131,0,5,0,-0.67901,2025:-0.0836;2026:-0.0584,-19.045,-0.94254,7
taker,1,pm,20,True,btceth W240 k80 x0.0 H480 both1 conf0,0.16981,-0.4059,0,13,0.59526,2022:+0.2979;2023:+0.5781;2024:-0.2184;2025:+0.0000,22.91,1.0983,-0.11698,-0.27545,-0.17508,0,5,0,-0.70173,2025:-0.1184;2026:-0.0779,-19.045,-0.94254,7
taker,1,sep,1,True,all5 W240 k80 x0.0 H480 both1 conf1,0.025001,-0.19621,0,86,0.25078,2022:+0.1023;2023:-0.0068;2024:-0.0163;2025:+0.0000,9.3633,0.51395,-0.0053537,-0.05296,-0.0080003,0,6,0,-0.85768,2025:-0.0089;2026:+0.0000,-8.9355,-0.188,19
taker,1,sep,3,True,all5 W240 k80 x0.0 H480 both1 conf0,0.1175,-0.50432,6,97,0.42312,2022:+0.4941;2023:+0.0469;2024:-0.1078;2025:+0.0000,10.684,0.70281,-0.34145,-0.51388,-0.48278,1,6,0,-0.83159,2025:-0.4952;2026:-0.0117,-4.756,-0.11403,23
taker,1,sep,5,True,btceth W1440 k80 x0.0 H480 both0 conf1,0.018708,-0.031144,0,4,0.51065,2022:-0.0112;2023:+0.0691;2024:+0.0000;2025:+0.0000,52.342,1.3437,0.01544,-0.032025,0,0,1,0,0.77545,2025:+0.0258;2026:+0.0000,21.152,,2
taker,1,sep,10,False,,,,,,,,,,,,,,,,,,,,
taker,1,sep,15,False,,,,,,,,,,,,,,,,,,,,
taker,1,sep,20,False,,,,,,,,,,,,,,,,,,,,
