family,rule,L,config,cagr_is,cagr_oos,maxdd_is,maxdd_oos,worst_day_is,worst_day_oos,sharpe_is,sharpe_oos,liq_is,liq_oos,trades_is,trades_oos,per_year
"capture(i)[all tradable: btc/none/spot hedge, lag+pred]",A:max_IS_CAGR,20,a=-5 b=5 dir=recv sig=lag hedge=spot exec=maker universe=okx thr=4.0 K=1,-0.01235865170379169,-1.0,-0.40789930553468434,-1.0,-0.05966852515642562,-1.0,-0.3149391693785908,-0.7754469402650267,0,1,2,1,"{""2024"": -0.03665245599686118, ""2025"": -1.0}"
"capture(i)[all tradable: btc/none/spot hedge, lag+pred]",B:max_IS_Sharpe(trades_IS>=100),20,a=-5 b=1 dir=recv sig=pred hedge=none exec=maker universe=okx thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.316734879215671,-9.211904245570317,32,337,804,11155,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[all tradable: btc/none/spot hedge, lag+pred]","C:rule-B config chosen at 1x, all L",1,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,2.09596322522473,-0.994837638562639,-0.4531615813533302,-0.9999705246152721,-0.21483959527144536,-0.6369698341579807,1.9057061643409634,-0.9237185698819149,0,0,2653,24077,"{""2022"": 4.295152900045606, ""2023"": 0.19214817678774176, ""2024"": 3.715451497118468, ""2025"": -0.4555435930006805, ""2026"": -0.9997154187451731}"
"capture(i)[all tradable: btc/none/spot hedge, lag+pred]","C:rule-B config chosen at 1x, all L",3,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,7.62103025741685,-1.0,-0.8516282239030502,-1.0,-0.5478347972187918,-1.0,1.8665591781865716,-0.6006219842608962,0,34,2653,24077,"{""2022"": 36.224558704538154, ""2023"": -0.419424778241688, ""2024"": 28.82308931840702, ""2025"": -1.0, ""2026"": null}"
"capture(i)[all tradable: btc/none/spot hedge, lag+pred]","C:rule-B config chosen at 1x, all L",5,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6265751816388012,-0.5220462722182976,6,183,2653,24077,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[all tradable: btc/none/spot hedge, lag+pred]","C:rule-B config chosen at 1x, all L",10,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2838677833644183,-6.098323071164005,55,1050,2653,24077,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[all tradable: btc/none/spot hedge, lag+pred]","C:rule-B config chosen at 1x, all L",15,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10308977721632441,-11.741616290070096,205,2512,2513,22818,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[all tradable: btc/none/spot hedge, lag+pred]","C:rule-B config chosen at 1x, all L",20,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.455360143303945,-14.857317961366867,491,5182,2513,22818,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]",A:max_IS_CAGR,1,a=-5 b=30 dir=recv sig=pred hedge=spot exec=maker universe=all thr=4.0 K=1,0.013847262823174722,-0.7360970712250534,-0.10279191610019944,-0.9035235079690048,-0.004777468464828849,-0.6717359081783036,0.5076918118054903,-1.7840488410352873,0,0,9,102,"{""2022"": 0.044803439977604054, ""2024"": -0.0025310896154441265, ""2025"": -0.8077135628405724, ""2026"": -0.43464653413340637}"
"capture(i)[spot hedge only, lag+pred]",B:max_IS_Sharpe(trades_IS>=100),1,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-0.1399308856898388,-0.8476316851741934,-0.3677414945031807,-0.9635542033501788,-0.13516930222055445,-0.7025791756579715,-1.7085811563402313,-2.6703320233751753,0,0,139,319,"{""2022"": -0.14225789725540838, ""2023"": -0.02285589239921204, ""2024"": -0.24123838886281712, ""2025"": -0.8780445414534396, ""2026"": -0.6429716150553997}"
"capture(i)[spot hedge only, lag+pred]",A:max_IS_CAGR,3,a=-5 b=30 dir=recv sig=pred hedge=spot exec=maker universe=all thr=4.0 K=1,0.039807032276125254,-1.0,-0.30837574830059833,-1.0,-0.014332405394486547,-1.0,0.5066453106008212,-2.1904433083922257,0,5,9,102,"{""2022"": 0.13441031993281238, ""2024"": -0.008861085361302479, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]",B:max_IS_Sharpe(trades_IS>=100),3,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-0.38324228931966,-1.0,-0.8371334419896342,-1.0,-0.40550790666166325,-1.0,-1.7060338662070251,-4.026447941350207,0,4,139,319,"{""2022"": -0.42012619106779603, ""2023"": -0.06832798121776884, ""2024"": -0.5663172094150026, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]",A:max_IS_CAGR,5,a=-5 b=30 dir=recv sig=pred hedge=spot exec=maker universe=all thr=4.0 K=1,0.06362714613293519,-1.0,-0.5139595805009972,-1.0,-0.023887342324144356,-1.0,0.5055930232112222,-2.410524884173759,0,10,9,102,"{""2022"": 0.2240171998880205, ""2024"": -0.016772280159552344, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]",B:max_IS_Sharpe(trades_IS>=100),5,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.388490581853393,-4.222386325183719,1,7,139,319,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]",A:max_IS_CAGR,10,a=-5 b=5 dir=recv sig=lag hedge=spot exec=maker universe=okx thr=4.0 K=1,-0.0060177635576146304,-0.3204181117004291,-0.20947387949885143,-0.5487896568280558,-0.029834262578212756,-0.3308964623559256,-0.3149391693785903,-1.0845879330791999,0,0,2,10,"{""2024"": -0.017961108107628743, ""2025"": -0.044430550703866256, ""2026"": -0.45008705825358863}"
"capture(i)[spot hedge only, lag+pred]",B:max_IS_Sharpe(trades_IS>=100),10,a=-1 b=30 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.8769000799225657,-5.530177347578235,3,28,139,319,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]",A:max_IS_CAGR,15,a=-5 b=5 dir=recv sig=lag hedge=spot exec=maker universe=okx thr=4.0 K=1,-0.009147084416948892,0.008015962013086186,-0.31006764919964513,-0.6594798307061401,-0.04475139386731919,0.0,-0.314939169378589,0.775446940265027,0,0,2,1,"{""2024"": -0.027215502079544374, ""2025"": 0.013388213586846831}"
"capture(i)[spot hedge only, lag+pred]",B:max_IS_Sharpe(trades_IS>=100),15,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.248690700952575,-5.880144901123229,3,45,135,289,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]",A:max_IS_CAGR,20,a=-5 b=5 dir=recv sig=lag hedge=spot exec=maker universe=okx thr=4.0 K=1,-0.01235865170379169,-1.0,-0.40789930553468434,-1.0,-0.05966852515642562,-1.0,-0.3149391693785908,-0.7754469402650267,0,1,2,1,"{""2024"": -0.03665245599686118, ""2025"": -1.0}"
"capture(i)[spot hedge only, lag+pred]",B:max_IS_Sharpe(trades_IS>=100),20,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.4041256937421847,-6.9921984872396745,9,89,110,288,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]","C:rule-B config chosen at 1x, all L",1,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-0.1399308856898388,-0.8476316851741934,-0.3677414945031807,-0.9635542033501788,-0.13516930222055445,-0.7025791756579715,-1.7085811563402313,-2.6703320233751753,0,0,139,319,"{""2022"": -0.14225789725540838, ""2023"": -0.02285589239921204, ""2024"": -0.24123838886281712, ""2025"": -0.8780445414534396, ""2026"": -0.6429716150553997}"
"capture(i)[spot hedge only, lag+pred]","C:rule-B config chosen at 1x, all L",3,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-0.38324228931966,-1.0,-0.8371334419896342,-1.0,-0.40550790666166325,-1.0,-1.7060338662070251,-4.026447941350207,0,4,139,319,"{""2022"": -0.42012619106779603, ""2023"": -0.06832798121776884, ""2024"": -0.5663172094150026, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]","C:rule-B config chosen at 1x, all L",5,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.388490581853393,-4.222386325183719,1,7,139,319,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]","C:rule-B config chosen at 1x, all L",10,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.9934996728019643,-5.554974975399355,2,26,139,319,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]","C:rule-B config chosen at 1x, all L",15,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.248690700952575,-5.880144901123229,3,45,135,289,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
"capture(i)[spot hedge only, lag+pred]","C:rule-B config chosen at 1x, all L",20,a=-1 b=15 dir=recv sig=pred hedge=spot exec=maker universe=all thr=2.0 K=10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.4044226004909883,-6.992010468484715,10,89,135,289,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],A:max_IS_CAGR,1,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,2.09596322522473,-0.994837638562639,-0.4531615813533302,-0.9999705246152721,-0.21483959527144536,-0.6369698341579807,1.9057061643409634,-0.9237185698819149,0,0,2653,24077,"{""2022"": 4.295152900045606, ""2023"": 0.19214817678774176, ""2024"": 3.715451497118468, ""2025"": -0.4555435930006805, ""2026"": -0.9997154187451731}"
capture(i)[lag+pred signals],B:max_IS_Sharpe(trades_IS>=100),1,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,2.09596322522473,-0.994837638562639,-0.4531615813533302,-0.9999705246152721,-0.21483959527144536,-0.6369698341579807,1.9057061643409634,-0.9237185698819149,0,0,2653,24077,"{""2022"": 4.295152900045606, ""2023"": 0.19214817678774176, ""2024"": 3.715451497118468, ""2025"": -0.4555435930006805, ""2026"": -0.9997154187451731}"
capture(i)[lag+pred signals],A:max_IS_CAGR,3,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,7.62103025741685,-1.0,-0.8516282239030502,-1.0,-0.5478347972187918,-1.0,1.8665591781865716,-0.6006219842608962,0,34,2653,24077,"{""2022"": 36.224558704538154, ""2023"": -0.419424778241688, ""2024"": 28.82308931840702, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],B:max_IS_Sharpe(trades_IS>=100),3,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,7.62103025741685,-1.0,-0.8516282239030502,-1.0,-0.5478347972187918,-1.0,1.8665591781865716,-0.6006219842608962,0,34,2653,24077,"{""2022"": 36.224558704538154, ""2023"": -0.419424778241688, ""2024"": 28.82308931840702, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],A:max_IS_CAGR,5,a=-5 b=1 dir=recv sig=pred hedge=none exec=maker universe=okx thr=4.0 K=3,1.4947636203019457,-1.0,-0.8103773883028953,-1.0,-0.317629857883232,-1.0,1.4170844094414357,-6.17784552050883,0,6,923,13314,"{""2022"": -0.24030858108909992, ""2023"": 0.8279914645205522, ""2024"": 10.208940774622622, ""2025"": -0.9999999989395876, ""2026"": null}"
capture(i)[lag+pred signals],B:max_IS_Sharpe(trades_IS>=100),5,a=-30 b=1 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.632728976232519,-0.046666288308439545,6,158,2653,24077,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],A:max_IS_CAGR,10,a=-1 b=1 dir=recv sig=pred hedge=none exec=maker universe=okx thr=4.0 K=10,-0.2864911979578084,-1.0,-0.9877009545464457,-1.0,-0.5082597658141296,-1.0,0.43327696082786954,-6.9915930834440285,1,34,897,14519,"{""2022"": -0.7806243837863713, ""2023"": -0.43561791853725496, ""2024"": 1.9311280320815434, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],B:max_IS_Sharpe(trades_IS>=100),10,a=-30 b=1 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.4499442005599237,-3.1698904989328143,34,548,1859,10689,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],A:max_IS_CAGR,15,a=-30 b=1 dir=recv sig=lag hedge=btc exec=taker universe=all thr=0.5 K=1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-11.57975982252158,-29.979748769546273,160,1317,4694,11454,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],B:max_IS_Sharpe(trades_IS>=100),15,a=-30 b=1 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7930250787340589,-7.520140103798343,118,1239,1786,10361,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],A:max_IS_CAGR,20,a=-30 b=1 dir=recv sig=lag hedge=btc exec=taker universe=all thr=0.5 K=1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-13.857473098472596,-16.550911304645442,89,94,2677,3062,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],B:max_IS_Sharpe(trades_IS>=100),20,a=-5 b=1 dir=recv sig=pred hedge=none exec=maker universe=okx thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.316734879215671,-9.211904245570317,32,337,804,11155,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],"C:rule-B config chosen at 1x, all L",1,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,2.09596322522473,-0.994837638562639,-0.4531615813533302,-0.9999705246152721,-0.21483959527144536,-0.6369698341579807,1.9057061643409634,-0.9237185698819149,0,0,2653,24077,"{""2022"": 4.295152900045606, ""2023"": 0.19214817678774176, ""2024"": 3.715451497118468, ""2025"": -0.4555435930006805, ""2026"": -0.9997154187451731}"
capture(i)[lag+pred signals],"C:rule-B config chosen at 1x, all L",3,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,7.62103025741685,-1.0,-0.8516282239030502,-1.0,-0.5478347972187918,-1.0,1.8665591781865716,-0.6006219842608962,0,34,2653,24077,"{""2022"": 36.224558704538154, ""2023"": -0.419424778241688, ""2024"": 28.82308931840702, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],"C:rule-B config chosen at 1x, all L",5,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6265751816388012,-0.5220462722182976,6,183,2653,24077,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],"C:rule-B config chosen at 1x, all L",10,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2838677833644183,-6.098323071164005,55,1050,2653,24077,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],"C:rule-B config chosen at 1x, all L",15,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10308977721632441,-11.741616290070096,205,2512,2513,22818,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[lag+pred signals],"C:rule-B config chosen at 1x, all L",20,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.455360143303945,-14.857317961366867,491,5182,2513,22818,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[pred signal only],A:max_IS_CAGR,1,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,2.09596322522473,-0.994837638562639,-0.4531615813533302,-0.9999705246152721,-0.21483959527144536,-0.6369698341579807,1.9057061643409634,-0.9237185698819149,0,0,2653,24077,"{""2022"": 4.295152900045606, ""2023"": 0.19214817678774176, ""2024"": 3.715451497118468, ""2025"": -0.4555435930006805, ""2026"": -0.9997154187451731}"
capture(i)[pred signal only],B:max_IS_Sharpe(trades_IS>=100),1,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,2.09596322522473,-0.994837638562639,-0.4531615813533302,-0.9999705246152721,-0.21483959527144536,-0.6369698341579807,1.9057061643409634,-0.9237185698819149,0,0,2653,24077,"{""2022"": 4.295152900045606, ""2023"": 0.19214817678774176, ""2024"": 3.715451497118468, ""2025"": -0.4555435930006805, ""2026"": -0.9997154187451731}"
capture(i)[pred signal only],A:max_IS_CAGR,3,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,7.62103025741685,-1.0,-0.8516282239030502,-1.0,-0.5478347972187918,-1.0,1.8665591781865716,-0.6006219842608962,0,34,2653,24077,"{""2022"": 36.224558704538154, ""2023"": -0.419424778241688, ""2024"": 28.82308931840702, ""2025"": -1.0, ""2026"": null}"
capture(i)[pred signal only],B:max_IS_Sharpe(trades_IS>=100),3,a=-30 b=5 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,7.62103025741685,-1.0,-0.8516282239030502,-1.0,-0.5478347972187918,-1.0,1.8665591781865716,-0.6006219842608962,0,34,2653,24077,"{""2022"": 36.224558704538154, ""2023"": -0.419424778241688, ""2024"": 28.82308931840702, ""2025"": -1.0, ""2026"": null}"
capture(i)[pred signal only],A:max_IS_CAGR,5,a=-5 b=1 dir=recv sig=pred hedge=none exec=maker universe=okx thr=4.0 K=3,1.4947636203019457,-1.0,-0.8103773883028953,-1.0,-0.317629857883232,-1.0,1.4170844094414357,-6.17784552050883,0,6,923,13314,"{""2022"": -0.24030858108909992, ""2023"": 0.8279914645205522, ""2024"": 10.208940774622622, ""2025"": -0.9999999989395876, ""2026"": null}"
capture(i)[pred signal only],B:max_IS_Sharpe(trades_IS>=100),5,a=-30 b=1 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.632728976232519,-0.046666288308439545,6,158,2653,24077,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[pred signal only],A:max_IS_CAGR,10,a=-1 b=1 dir=recv sig=pred hedge=none exec=maker universe=okx thr=4.0 K=10,-0.2864911979578084,-1.0,-0.9877009545464457,-1.0,-0.5082597658141296,-1.0,0.43327696082786954,-6.9915930834440285,1,34,897,14519,"{""2022"": -0.7806243837863713, ""2023"": -0.43561791853725496, ""2024"": 1.9311280320815434, ""2025"": -1.0, ""2026"": null}"
capture(i)[pred signal only],B:max_IS_Sharpe(trades_IS>=100),10,a=-30 b=1 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.4499442005599237,-3.1698904989328143,34,548,1859,10689,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[pred signal only],A:max_IS_CAGR,15,a=-30 b=1 dir=recv sig=pred hedge=btc exec=taker universe=all thr=0.5 K=1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10.146014560552876,-32.68282002660929,188,1421,4670,11313,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[pred signal only],B:max_IS_Sharpe(trades_IS>=100),15,a=-30 b=1 dir=recv sig=pred hedge=none exec=maker universe=all thr=4.0 K=1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7930250787340589,-7.520140103798343,118,1239,1786,10361,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
capture(i)[pred signal only],A:max_IS_CAGR,20,a=-30 b=1 dir=recv sig=pred hedge=btc exec=taker universe=all thr=0.5 K=1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-11.803707848264768,-15.559830970450188,86,116,2566,3043,"{""2022"": -1.0, ""2023"": null, ""2024"": null, ""2025"": -1.0, ""2026"": null}"
